File path,Nodes visited,Heap size,Time
55/0.pickle,1000000,2636923,60.0
55/1.pickle,1000000,2662455,60.0
55/2.pickle,1000000,2700001,60.0
55/3.pickle,1000000,2658367,60.0
55/4.pickle,1000000,2680538,60.0
55/5.pickle,1000000,2691175,60.0
55/6.pickle,1000000,2727226,60.0
55/7.pickle,1000000,2682713,60.0
55/8.pickle,1000000,2684035,60.0
55/9.pickle,1000000,2658097,60.0
55/10.pickle,1000000,2699307,60.0
55/11.pickle,1000000,2672609,60.0
55/12.pickle,1000000,2667616,60.0
55/13.pickle,1000000,2656818,60.0
55/14.pickle,1000000,2643438,60.0
55/15.pickle,1000000,2698138,60.0
55/16.pickle,1000000,2704122,60.0
55/17.pickle,1000000,2724288,60.0
55/18.pickle,1000000,2688530,60.0
55/19.pickle,1000000,2720776,60.0
55/20.pickle,1000000,2692876,60.0
55/21.pickle,1000000,2694472,60.0
55/22.pickle,1000000,2693172,60.0
55/23.pickle,1000000,2696855,60.0
55/24.pickle,1000000,2673441,60.0
55/25.pickle,1000000,2696234,60.0
55/26.pickle,1000000,2697248,60.0
55/27.pickle,1000000,2667414,60.0
55/28.pickle,1000000,2687203,60.0
55/29.pickle,1000000,2706449,60.0
55/30.pickle,1000000,1039330,22.049150943756104
55/31.pickle,1000000,2729368,60.0
55/32.pickle,1000000,2693650,60.0
55/33.pickle,1000000,2704897,60.0
55/34.pickle,1000000,2703055,60.0
55/35.pickle,1000000,2687015,60.0
55/36.pickle,1000000,2685066,60.0
55/37.pickle,1000000,2695886,60.0
55/38.pickle,1000000,2689153,60.0
55/39.pickle,1000000,2709100,60.0
55/40.pickle,1000000,2702120,60.0
55/41.pickle,1000000,2706403,60.0
55/42.pickle,1000000,2699812,60.0
55/43.pickle,1000000,2713932,60.0
55/44.pickle,1000000,2673825,60.0
55/45.pickle,1000000,2684324,60.0
55/46.pickle,1000000,2648691,60.0
55/47.pickle,1000000,2705794,60.0
55/48.pickle,1000000,2706607,60.0
55/49.pickle,1000000,2697711,60.0
55/50.pickle,1000000,2671471,60.0
55/51.pickle,1000000,2676316,60.0
55/52.pickle,1000000,2710237,60.0
55/53.pickle,1000000,2645976,60.0
55/54.pickle,1000000,2683303,60.0
55/55.pickle,1000000,2681648,60.0
55/56.pickle,1000000,2686153,60.0
55/57.pickle,1000000,2664338,60.0
55/58.pickle,1000000,2658097,60.0
55/59.pickle,1000000,2706376,60.0
55/60.pickle,1000000,2664420,60.0
55/61.pickle,1000000,2664113,60.0
55/62.pickle,1000000,2657826,60.0
55/63.pickle,1000000,2675278,60.0
55/64.pickle,1000000,2712153,60.0
55/65.pickle,1000000,2674377,60.0
55/66.pickle,1000000,2698065,60.0
55/67.pickle,1000000,2661265,60.0
55/68.pickle,1000000,2666139,60.0
55/69.pickle,1000000,2697490,60.0
55/70.pickle,1000000,2694764,60.0
55/71.pickle,1000000,2684407,60.0
55/72.pickle,1000000,2685600,60.0
55/73.pickle,1000000,2696018,60.0
55/74.pickle,1000000,2663516,60.0
55/75.pickle,1000000,2707856,60.0
55/76.pickle,1000000,2690170,60.0
55/77.pickle,1000000,2697263,60.0
55/78.pickle,1000000,2724209,60.0
55/79.pickle,1000000,2683315,60.0
55/80.pickle,1000000,2697983,60.0
55/81.pickle,1000000,2679499,60.0
55/82.pickle,1000000,2682483,60.0
55/83.pickle,1000000,2686580,60.0
55/84.pickle,1000000,2711389,60.0
55/85.pickle,1000000,2640046,60.0
55/86.pickle,1000000,2699747,60.0
55/87.pickle,1000000,2685897,60.0
55/88.pickle,1000000,2695155,60.0
55/89.pickle,1000000,2686955,60.0
55/90.pickle,1000000,2707846,60.0
55/91.pickle,1000000,2692298,60.0
55/92.pickle,1000000,2699356,60.0
55/93.pickle,1000000,2691738,60.0
55/94.pickle,1000000,2722553,60.0
55/95.pickle,1000000,2670120,60.0
55/96.pickle,1000000,2705983,60.0
55/97.pickle,1000000,2708296,60.0
55/98.pickle,1000000,2684788,60.0
55/99.pickle,1000000,2692128,60.0
